910.8295932851435, 265213755607883.44
912.7057710242672, 308737619825733.44
911.6336694590536, 289102481396052.3
914.0458979807842, 461724758417500.7
914.0458979807842, 428823141196027.94
913.241821806874, 398266029864815.94
913.241821806874, 369886359448531.75
913.241821806874, 343528969700296.8
915.922075719908, 713584881144713.9
915.6540503286046, 660019980187816.9
914.8499741546943, 620587407000030.9
914.8499741546943, 576365543334841.2
914.8499741546943, 535294844524055.2
914.8499741546943, 497150764627797.8
917.5302280677283, 1062810026213231.5
916.4581265025147, 991138399056111.1
916.4581265025147, 920511785202844.2
916.4581265025147, 854917887859325.5
916.4581265025147, 793998085337704.1
918.8703550242453, 1365386949750467.2
918.0662788503352, 1268092104800305.2
918.0662788503352, 1177730303157463.2
920.746532763369, 1805265615632802
919.6744311981555, 1704396346109831.5
919.6744311981555, 1582944344346746
919.6744311981555, 1470146778370223.8
922.086659719886, 2290816963244171
921.282583545976, 2127577757472658.2
921.282583545976, 1975970663182979.8
923.6948120677065, 2497158818101552.5
926.107040589437, 2710930162508386
930.127421458988, 2688754270122283.5
930.9314976328982, 2406543352591708
934.147802328539, 2338344161494444
938.4362085893932, 2272077671780394.5
940.5804117198204, 2207689112497354.8
943.7967164154612, 2517754499096495
942.1885640676408, 2347967277220784
948.6211734589224, 2591186298849248
953.4456305023834, 2666759780492286.5
957.1979859806311, 2507435512477578.5
959.0741637197548, 2319216089069667
960.6823160675751, 2153953216275105
963.0945445893058, 2025266327402936.2
963.6305953719126, 1820154806685134
966.3108492849465, 1693928917644978.8
965.5067731110363, 1553958471099993.5
968.9911031979805, 2127577757472658.2
967.9190016327668, 1975970663182979.8
967.9190016327668, 1835166798508865
970.3312301544975, 2528115952005905.5
969.5271539805873, 2347967277220784
971.9393825023178, 5294762430842041
971.9393825023178, 4917467855226779
971.9393825023178, 4567058564579055
971.9393825023178, 4241618765260454
971.9393825023178, 3939369179398251
971.9393825023178, 3658657317034950.5
971.9393825023178, 3418945652073172.5
971.1353063284076, 3155817178367145.5
971.1353063284076, 2930939722846994.5
971.1353063284076, 2722086601799660.5
973.5475348501382, 12162620457913572
972.7434586762281, 11089091533484752
972.7434586762281, 10298904223150646
972.7434586762281, 9565024139024170
972.7434586762281, 8883438936586875
972.7434586762281, 8250422183264742
972.7434586762281, 7662512984893638
972.7434586762281, 7116497063963591
972.7434586762281, 6609389186190803
972.7434586762281, 6138416839338334
972.7434586762281, 5701005075052710
975.1556871979586, 14452357705774568
974.3516110240485, 13176726021218798
979.1760680675095, 14904443470472688
982.3923727631503, 14187715294263134
982.3923727631503, 13176726021218798
982.3923727631503, 12237777897084846
982.3923727631503, 11365737408306882
983.1964489370605, 10426579145063084
983.1964489370605, 9683601191842682
983.1964489370605, 8993566416944786
983.1964489370605, 8352702191425720
983.1964489370605, 7757504716615985
983.1964489370605, 7204719867792521
982.9284235457571, 6609389186190803
985.6086774587911, 6063251065432505
985.6086774587911, 5631195469461728
985.6086774587911, 5229927323325233
985.6086774587911, 4857252772629867
985.6086774587911, 4492645463025491
985.6086774587911, 4172508198039182
985.6086774587911, 3875183298122939
984.8046012848808, 3613856545779294.5
984.8046012848808, 3356340086904393
984.8046012848808, 3136435952493183
989.629058328342, 7615454208504305
988.8249821544318, 6943279129640173
988.8249821544318, 6448514428331510
988.8249821544318, 5989005706955449
988.8249821544318, 5631195469461728
993.6494391978929, 7983756931887934
996.8657438935337, 7662512984893638
996.8657438935337, 7116497063963591
996.8657438935337, 6609389186190803
997.6698200674439, 6138416839338334
997.6698200674439, 5736233745027717
998.4738962413542, 5294762430842041
998.4738962413542, 4917467855226779
998.4738962413542, 4567058564579055
999.2779724152642, 4241618765260454
999.2779724152642, 3963712033843008
1000.0820485891745, 3658657317034950.5
1000.0820485891745, 3397948441465453
1000.8861247630847, 3079003525831939
1003.834404067422, 2836207627858142.5
1004.9065056326356, 2591186298849248
1005.7105818065459, 2377074892193867
1005.7105818065459, 2221331259825362.2
1006.5146579804559, 2025266327402936.2
1007.0507087630629, 1820154806685134
1009.7309626760967, 1690454079917461.2
1012.1431911978273, 1582944344346746
1013.7513435456477, 1452144625169563
1016.1635720673783, 1340384849582139.2
1018.5758005891089, 1283812569516757.2
1020.4519783282326, 2008699287517213.5
1020.1839529369292, 1846506989342349.2
1019.379876763019, 1746916891349214.2
1019.379876763019, 1622434957406816.2
1019.379876763019, 1506823366383864
1019.379876763019, 1399450034724005.8
1021.7921052847496, 3234547144789718
1021.7921052847496, 3004059543458948
1020.9880291108394, 2789996044788974.5
1020.9880291108394, 2591186298849248
1020.9880291108394, 2406543352591708
1020.9880291108394, 2235057707149544.5
1023.6682830238733, 4037646863335764
1022.5961814586598, 3749931922451367.5
1022.5961814586598, 3482718994251601.5
1025.2764353716937, 4529699210712328
1026.6165623282109, 5528080588203599
1025.8124861543006, 5040146723248658
1028.4927400673346, 10908412069284750
1028.224714676031, 9925183499559788
1028.224714676031, 9217934034587198
1028.224714676031, 8667213042238403
1027.420638502121, 8049604129798804
1027.420638502121, 7476004839237156
1027.420638502121, 6943279129640173
1027.420638502121, 6448514428331510
1027.420638502121, 5989005706955449
1030.6369431977616, 13230952923094282
1029.0287908499413, 12237777897084846
1035.4614002412227, 14661598792681790
1035.4614002412227, 13505453301215022
1038.1416541542567, 12646531588744036
1037.60560337165, 11365737408306882
1038.6777049368636, 10555836845621974
1038.6777049368636, 9803648237548820
1038.6777049368636, 9105059141327736
1038.6777049368636, 8456250158951361
1038.6777049368636, 7853674055360128
1039.4817811107737, 7116497063963591
